"","Angry","Disgusted","Afraid","Happy","Sad","Surprised","Neutral"
"Angry",1.45,0,0.05,0.06,3.36,0,8.49
"Disgusted",NA,0,0,0,0,0,0
"Afraid",NA,NA,0,0,0.08,0,0.17
"Happy",NA,NA,NA,0,0.12,0,0.44
"Sad",NA,NA,NA,NA,4.04,0,22.01
"Surprised",NA,NA,NA,NA,NA,0,0
"Neutral",NA,NA,NA,NA,NA,NA,59.72
