"","Angry","Disgusted","Afraid","Happy","Sad","Surprised","Neutral"
"Angry",0.16,0,0.07,0.01,0.71,0,5.39
"Disgusted",NA,0,0,0,0,0,0
"Afraid",NA,NA,0.03,0,0.41,0,1.34
"Happy",NA,NA,NA,0,0.02,0,0.09
"Sad",NA,NA,NA,NA,1.58,0,12.81
"Surprised",NA,NA,NA,NA,NA,0,0.01
"Neutral",NA,NA,NA,NA,NA,NA,77.36
