"","Angry","Disgusted","Afraid","Happy","Sad","Surprised","Neutral"
"Angry",27.14,0,0.89,0.02,5.12,0,21.35
"Disgusted",NA,0,0,0,0,0,0
"Afraid",NA,NA,0.01,0,0.11,0,0.35
"Happy",NA,NA,NA,0,0,0,0.02
"Sad",NA,NA,NA,NA,0.36,0,2.1
"Surprised",NA,NA,NA,NA,NA,0,0
"Neutral",NA,NA,NA,NA,NA,NA,5.52
