"","Angry","Disgusted","Afraid","Happy","Sad","Surprised","Neutral"
"Angry",1.56,0,0.04,0.04,4.59,0,0.31
"Disgusted",NA,0,0,0,0,0,0
"Afraid",NA,NA,0,0,0.06,0,0
"Happy",NA,NA,NA,0,0.06,0,0
"Sad",NA,NA,NA,NA,13.33,0,0.93
"Surprised",NA,NA,NA,NA,NA,0,0
"Neutral",NA,NA,NA,NA,NA,NA,0.07
