"","Angry","Disgusted","Afraid","Happy","Sad","Surprised","Neutral"
"Angry",2.66,0,11.68,0,78.83,0,36.99
"Disgusted",NA,0,0,0,0,0,0
"Afraid",NA,NA,23.24,0.07,243.41,0,122.4
"Happy",NA,NA,NA,0.04,0.05,0,1.13
"Sad",NA,NA,NA,NA,1259.59,0.02,896.6
"Surprised",NA,NA,NA,NA,NA,0,0.02
"Neutral",NA,NA,NA,NA,NA,NA,561.26
